user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,sentiment_label,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
Maybe: Kieran,glory greatest New Zealand,scarlxrd moshpit junkie fuck off,7/1/2016 23:33,115,200,23370,FALSE,8/11/2020 9:41,aye yo fuck auckland covid nzpol,"['COVID19', 'nzpol']",Twitter Web App,FALSE,Sad,52149,,,,,,,,,
Eerie Ohio,Cleveland. Ohio,"Welcome to the official twitter for #eerieohio. On this page, I tweet about #Ghosts #Halloween and other things that happen in #Ohio #Biden2020",1/8/2014 11:29,15,21,3,FALSE,8/11/2020 9:39,cnn would band right mind play crowd people wearing mask pandemic pathetic wearamask covid,"['pathetic', 'WearAMask', 'COVID19']",Twitter Web App,FALSE,Sad,52196,,,,,,,,,
David J McDonagh,"Tuam, Ireland","Introvert

He/him.",3/17/2011 17:07,377,456,6823,FALSE,8/11/2020 9:39,caremuch doesnt automatically mean wrong say covid amp cant believe even f,['COVID19'],Twitter for Android,FALSE,Sad,52201,,,,,,,,,
StubbsGazette,Dublin,"The 21st century StubbsGazette is a vastly expanded operation and is a market leader in Business Information, Credit Referencing and Debt Collection in Ireland.",4/21/2010 8:01,1010,1086,12,FALSE,8/11/2020 9:38,projectrestart irish publican outraged race covidvaccine amazon create job,"['Projectrestart', 'Irish', 'race', 'CovidVaccine']",Twitter Web App,FALSE,Sad,52229,,,,,,,,,
TriCounties Diabetic Foot Symposium,"England, United Kingdom",The TriCounties Diabetic Foot Symposium is a biennial UK conference exploring the latest research and developments in multidisciplinary diabetic foot care.,9/12/2019 9:55,250,852,23,FALSE,8/11/2020 9:37,bad news nh patient needing diabeticfoot care covid coronavirusuk news put,"['NHS', 'diabeticfoot', 'covid19', 'coronavirusuk']",Twitter for Android,FALSE,Sad,52245,,,,,,,,,
Jack Conway,DSM-The King & I UK & INT Tour,🎭Stage Manager ✈️Travel ❤️Be Kind,8/31/2010 19:09,535,571,1104,FALSE,8/11/2020 9:36,mean wear one southeastern nationalrail covid facemask london train,"['southeastern', 'nationalrail', 'COVID19', 'facemask', 'london', 'trains']",Twitter for iPhone,FALSE,Sad,52267,,,,,,,,,
Tespresso,New Zealand,Diverse interests & views generally fuelled by black coffee..☕️,10/25/2012 7:12,851,714,158413,FALSE,8/11/2020 9:36,fuck fuck fuck covid,['COVID19'],Twitter for iPhone,FALSE,Sad,52279,,,,,,,,,
Ethics & Psychology #BlackLivesMatter,International Ethics Educator,"Practicing Psychologist :
Board Certified Clinical Psychology : 
Ethics Educator. Fan of philosophy, behavioral economics, health policy & moral psychology",1/31/2013 2:07,1365,139,14924,FALSE,8/11/2020 9:35,herd immunity read scary part may work covid belief reality science herdimmunity,"['COVID19', 'beliefs', 'reality', 'science', 'HerdImmunity']",Twitter Web App,FALSE,Sad,52292,,,,,,,,,
PrinceX NBA,Nigeria,I sing song's,7/28/2020 0:42,24,30,137,FALSE,8/11/2020 9:35,hate ex youre childishbut hate uncle understand smilingfacewithsunglasses god akufoaddoiscorrupt kiddrica,"['AkufoAddoIsCorrupt', 'kiddrica']",Twitter Web App,FALSE,Anger,52311,,,,,,,,,
Netbuzz Africa,Africa,"Telling stories from Africa and beyond. #DiscoverMore news, features and breaking stories! ®",10/30/2014 23:06,2325,0,1070,FALSE,8/11/2020 9:35,sadnews brazil become second country surpassed grim milestone death coronavir,['SADNEWS'],Twitter for Android,FALSE,Sad,52312,,,,,,,,,
Tat'uRadebe,"Johannesburg, South Africa",I get inspiration from ordinary folks who achieve extraordinary feats.,8/23/2010 15:46,4087,1197,41647,FALSE,8/11/2020 9:30,make funeral contribution neighbourhood one u pass away covid complicated thing g,['COVID19'],Twitter for Android,FALSE,Sad,52437,,,,,,,,,
Koreen Liew-Young,"Auckland, NZ",Chinese New Zealander and graphic designer. Empathy is my super power 🇳🇿 🎨 ❤️ 💪,4/22/2010 0:16,243,264,2090,FALSE,8/11/2020 9:29,bloomfield ardern delivered worst news covid communitytransmission stampitout,"['Covid19', 'communitytransmission', 'stampitout']",Twitter for iPhone,FALSE,Anger,52480,,,,,,,,,
Fahad Yassin,"İzmir, Türkiye",Global citizen | Kenyan 🇰🇪| Determined eReader addict | Study-abroad | Dokuz Eylül Üniversitesi | Member open https://t.co/6Df85NEwiM,4/6/2020 9:11,234,484,211,FALSE,8/11/2020 9:26,resuscitate tourism sector badly hit covid pandemic magicalkenya signing marathon world record h,['COVID19'],Twitter Web App,FALSE,Sad,52554,,,,,,,,,
Alan Royston,North West England,"Hyde United fan, lifelong trade unionist, Small Faces, blues/soul fan. Old enough to have opinions, dislike any form of social injustice and bad manners.",12/17/2010 15:05,732,268,25514,FALSE,8/11/2020 9:23,gwynnemp signed petition outrageous decision especially johnson pleading peo,['Johnson'],Twitter for Android,FALSE,Sad,52617,,,,,,,,,
D. Parker,Earth?,"Always been me. Despite attempts to make me not me, still manage to be me. Not always a good thing. Read, comment, critique, praise, ignore, puzzle... #spoonie",11/20/2012 19:51,8453,8543,30032,FALSE,8/11/2020 9:21,sleep sleep art thou hast thou forsaken meagain anyone game chess,"['sleep', 'Chess']",Twitter Web App,FALSE,Sad,52668,,,,,,,,,
Yamasuki🔥🐲🇪🇺,bottom left,の忍 #ninja with two #photographic eyes and specialised in infiltration.忍like it very much.  忍の #Ayn #Rand was nature's biggest mistake忍の忍 #FBPE,6/24/2017 18:35,101,273,6540,FALSE,8/11/2020 9:20,spectatorindex anti corona idiot told u western bill gate plot reality th,['corona'],Twitter for Android,FALSE,Sad,52687,,,,,,,,,
Michael Field,"Auckland, New Zealand",Journalist & writer on South Pacific. Coming - Invincible strangers: Biography of 20th Century Samoa,4/20/2015 8:00,4443,1219,3837,FALSE,8/11/2020 9:18,late press conference jacindaardern ashley bloomfield expecting worst covid,['COVID19'],TweetDeck,FALSE,Sad,52731,,,,,,,,,
Ernest Cunningham,"Lower Hutt City, New Zealand","iOS Dev @crichq. Reckons on sport, tech, Datsuns, coffee and politics. Ko Te-Whanau-a-Kauaetangohia te hapu. Ko Te-Whanau-a-Apanui te iwi.",5/22/2009 6:22,362,315,4667,FALSE,8/11/2020 9:17,fucking told smug covid nzpol,"['covid19', 'nzpol']",Twitter for iPhone,FALSE,Anger,52739,,,,,,,,,
Ahmed Nizam 🌠,❤️,It is better to be hated for what you are than to be loved for what you are not.,5/8/2010 18:28,674,4967,31824,FALSE,8/11/2020 9:13,going fucking russia covid,['COVID19'],Twitter for Android,FALSE,Sad,52818,,,,,,,,,
Vanessa Bailey,#London,"Woman, Director, Writer, Actress, Producer AGENT: @Simon_How Founder of @NineYardsFilms - ask us to make stuff for you! This is for you, Mum & Dad xx",12/28/2010 17:44,8886,8308,45622,FALSE,8/11/2020 9:13,well disturbing wearamask covid victoria,"['WearAMask', 'COVID19', 'victoria']",Twitter for Android,FALSE,Sad,52820,,,,,,,,,
Maya ✨,"Bristol, England",🇬🇧 🇮🇩 🇸🇬,3/17/2018 14:51,30,137,205,FALSE,8/11/2020 9:04,amount people still wearing mask public make u sick literally covid wearyourmask,"['COVID19', 'WearYourMask']",Twitter for iPhone,FALSE,Sad,52970,,,,,,,,,
Tim Griffith,"Youngstown, OH/Pittsburgh, PA","When you make a commitment, you build hope. When you keep it, you build trust.
If you have no trust, you have no hope of building anything! That's reality!",9/18/2011 14:46,693,1011,11511,FALSE,8/11/2020 9:01,let put child risk reopen school idiot brings u drunkhistorytrump say c,['DrunkHistoryTrump'],Twitter for Android,FALSE,Anger,53038,,,,,,,,,
Nawaz Shaik نواز شیخ,"Doha, Qatar",Ex-Swayam Sewak 🤪🤭🥴& proud to be A Congressi. 🇮🇳 JAI HIND,7/8/2010 1:43,1215,1261,33525,FALSE,8/11/2020 9:00,ashmissh pawansays ptinews think thinkingface someone giving pmoindia ji wrong country information covid,['COVID19'],Twitter for iPhone,FALSE,Sad,53062,,,,,,,,,
Alzheimer Europe,"Luxembourg, Luxembourg","Non-profit NGO making #dementia a European priority
Conference #30AEC
https://t.co/5k0ESBDLEt
Newsletter sign up: https://t.co/O3Srp4lfhP",6/21/2013 10:48,11239,5202,19520,FALSE,8/11/2020 8:55,covid lockdown isolation causing shocking level decline people dementia find alzheimerssoc,"['COVID19', 'dementia']",Twitter Web App,FALSE,Anger,53187,,,,,,,,,
Dr. ir Johannes Drooghaag (JD),"Germany, Europe",Proud Dad ° CEO of Spearhead Management @Spearheadman https://t.co/Bl2EuWOwed ° Content creator at #GotAMinute @minute_got ° @JD_Publishing 🇳🇱🇪🇺,8/18/2015 13:57,27312,4097,191982,FALSE,8/11/2020 8:49,bluecircle world hit grim milestone million reported coronavirus case covid coronavirus,"['COVID19', 'coronavirus']",Twitter for iPad,FALSE,Anger,53273,,,,,,,,,
Ella Noon,Uk,"Author. Erotic short stories
OUT NOW❤ THE TWINS❤USA https://t.co/J0c7Rocdul 
UK https://t.co/vUltJITNCN
FR https://t.co/JqVCUwtJN0",4/23/2020 0:11,58,57,329,FALSE,8/11/2020 8:48,god sake people grow wear mask illegal would covid lightning,"['COVID19', 'lightning']",Twitter for Android,FALSE,Sad,53286,,,,,,,,,
amyracecar,"la playa, el mar .. mi corazón","culinary wizard, auto mechanic, and botanist",2/6/2014 0:55,125,522,3466,FALSE,8/11/2020 8:47,realdonaldtrump stupid shit motherfucker blaming china politicizing covid amp potus,['Covid19'],Twitter Web App,FALSE,Sad,53323,,,,,,,,,
Daryl Dougherty,"England, United Kingdom",new to Twitter from good old Essex I'm a big Manchester United fan season ticket holder #ManUtd and love boxing as well #TeamFury,8/3/2020 10:39,49,162,598,FALSE,8/11/2020 8:46,sanitize hand people facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoylook state disgusting shameful flushedfaceflushedface london covid,"['London', 'COVID19']",Twitter for Android,FALSE,Anger,53334,,,,,,,,,
Michael Jay Coaching,Online,"Qualified Coach & NLP Master Practitioner specialising in executive coaching, skill development, stress management, interview support & redundancy preparation.",7/2/2020 7:53,0,68,5,FALSE,8/11/2020 8:46,cantsleep difficult job market covid terror continues someone u know struggling h,"['cantsleep', 'COVID19']",Twitter Web App,FALSE,Sad,53339,,,,,,,,,
Agenparl,Roma,"Agenzia nazionale di informazione politica, economica e sociale.        Direttore responsabile Dr. Luigi Camilloni",7/19/2010 8:38,6055,2293,0,FALSE,8/11/2020 8:45,european union provides million support victim devastating south asia flood,"['European', 'Million', 'Support']",Agenparl,FALSE,Sad,53362,,,,,,,,,
KofoworolaAregbesola,World,"Actress, Fine Artist, Movie Producer, Owner and the C.E.O of DIctakof Films.",8/13/2014 12:21,716,1147,85532,FALSE,8/11/2020 8:44,finding difficult get job covid quickest way get job via,['COVID19'],Twitter for iPhone,FALSE,Sad,53380,,,,,,,,,
"D Jane Divoc,PhD(Cand)🌏#OneWorldAgainstCOVIDClub",Empathy|Care|Kindness|Respect,"CBT Clinician|Neuro,Health & Behavior Scientist|#COVID19Empowerment💜@drtedros💚@mvankerkhove💛@drmikeryan💙@WHO|#ProudYouAreWHO|GlblCtzn&Identity|HealthForAll|",3/13/2020 4:39,87,379,1634,FALSE,8/11/2020 8:38,dear davidschwimmer idea wondered could play game twitter support covid effort,"['Twitter', 'COVID19']",Twitter for Android,FALSE,Sad,53481,,,,,,,,,
DE234,United States,US Veteran. Grandkids said this is how you get your politicians to listen to what you have to say.,3/19/2018 18:48,236,611,33818,FALSE,8/11/2020 8:35,tulsigabbard beat covid coronavirus test everybody repeatedly quarantine sick make every,"['COVID19', 'Coronavirus']",Twitter Web App,FALSE,Sad,53536,,,,,,,,,
Gora Antikrish,UK. ,"Love - 3.5%.  All animals (especially my dog Chico), Mattar Paneer, Swearing, Man Utd, England, UK, Cricket.

Dislike - Facists, Tories, Brexit, Trump, Farage",5/18/2009 19:50,421,1526,9458,FALSE,8/11/2020 8:30,uk covid case per day boris fucked holiday government need replaced covid,['COVID19'],Twitter for Android,FALSE,Sad,53612,,,,,,,,,
North Grey Lit Collection,Liverpool,North Grey Lit Collection coming out of the ashes of the Fade Library,6/12/2008 9:28,761,581,1070,FALSE,8/11/2020 8:30,coronavirus returning work briefing paper number cbp house common library greylit,['greylit'],TweetDeck,FALSE,Anger,53638,,,,,,,,,
Danny Waine,"London, England",Commercial Mgr: @HotelplanGroup Holiday Home Division (HHD) • Co-Founder: @PWAbroad (@DestWeds) • Director: @ITTnews & Co-Founder: @ITTFutureYou • @Boro Fan,5/31/2012 21:56,872,1189,5740,FALSE,8/11/2020 8:28,getting served every shop cant hear cashier behind perspex covid coviduk,"['COVID19', 'Covid19UK']",Twitter for iPhone,FALSE,Sad,53670,,,,,,,,,
What Happens in Brighton,"Brighton, England",Brighton and Hove events and tourism page - promoting all of the wonderful things happening in our amazing city! 🌞🌞🌞,1/6/2020 9:47,67,262,133,FALSE,8/11/2020 8:28,doesnt anyone anything really fair business resident covid,['COVID19'],Twitter for Android,FALSE,Sad,53674,,,,,,,,,
roamb🐚,New Zealand,New Zealand 🇳🇿,4/2/2020 10:54,97,147,1206,FALSE,8/11/2020 8:26,blatant example cure worse virus almost make cry covid nzpol,"['COVID19', 'nzpol']",Twitter for iPhone,FALSE,Sad,53703,,,,,,,,,
B to the G,Long Island,"- Host of @MarkinOut - Music - Wrestling - Comedy - Disney -
https://t.co/cFbIASgUq7",11/29/2011 19:29,584,253,97,FALSE,8/11/2020 8:24,month facewithsymbolsonmouthing covid stupid selfish moron doesnt know,['COVID19'],Twitter Web App,FALSE,Sad,53746,,,,,,,,,
𝕏𝟛𝟛𝕣𝕖𝕡𝕠𝕣𝕥,Capitol Hill Automaton Zone,"Ordo ab Chao - Welcome to the Show.  I do not respond to faggotry, socialists, libtards, NASA fan bois, Globe cucks and other such nonsensical fuckwittery.",6/10/2020 14:56,33,40,294,FALSE,8/11/2020 8:23,mask idiot cant face reality maskcuck globecuck covid covidvic policestate coronavirushoax,"['maskcuck', 'globecuck', 'covid19', 'covidVic', 'policestate', 'coronavirushoax']",Twitter Web App,FALSE,Anger,53751,,,,,,,,,
Deepak Choithramani,Mumbai,"Entrepreneur, building great products at Digicita, student of business and tech, love classic rock, malts and coffee.",10/6/2009 7:22,142,244,367,FALSE,8/11/2020 8:22,always done way probably wrong charles kettering today feature innovation w,['Innovation'],LinkedIn,FALSE,Sad,53778,,,,,,,,,
The Working Group,UK,"Independent team of data analysts, researchers & writers sharing ideas, information & insights. Tweets on #Covid19 #Data #Research #MediaReform #Equality",7/2/2020 17:27,216,514,478,FALSE,8/11/2020 8:17,living poverty bad health long covid healthfdn covid,['COVID19'],Twitter Web App,FALSE,Sad,53860,,,,,,,,,
Trish #VotedLabour 🖐️ #GTTO #ToryCorruption,Doncaster,"🖐️I(used to)believe there were more good people in the world than bad-now sickened by the lack of compassion,the sheer nastiness I see #CorbynWasRight ExLab",4/12/2014 20:40,4800,5271,178523,FALSE,8/11/2020 8:15,socialistvoice maurlind would happened without covid rabid capitalism worst di,['COVID19'],Twitter Web App,FALSE,Anger,53900,,,,,,,,,
Abdi Moalim,Federal Republic of Somalia,| Ancient Philosophy | Classical Somali man | Realist | Retromaniac | Midnimo | Somalinimo | #ONLF 🇸🇴,11/26/2010 12:35,6183,2544,21372,FALSE,8/11/2020 8:12,policywonk report covid death uk massively exaggerated,['covid19'],Twitter for Android,FALSE,Sad,53940,,,,,,,,,
Persephone,Nederland,I am Love ~ I am Light ~ I am Truth (repeat to yourself) and take action from there. We can change this world together!!! 🌞,6/10/2013 6:09,243,372,646,FALSE,8/11/2020 8:10,please stand firm unpleasant truth got covid coronavirushoax plandemic saveourchildren,"['COVID19', 'coronavirushoax', 'Plandemic', 'saveourchildren']",Twitter for Android,FALSE,Sad,53970,,,,,,,,,
Lewie Katzen,"ÜT: 33.753031,-84.34129",Democracy isn't a spectator sport. 🇺🇸 Traveled to 90 countries. FL🐊 2x alum in ATL. #Lambily. AV geek. Voter pledging to support the 2020 Democratic nominee.,7/19/2009 21:32,592,700,3762,FALSE,8/11/2020 8:09,constitution protects cruel unusual punishment covid coronavirus prisonreformnow,"['covid19', 'coronavirus', 'prisonreformnow']",Twitter for iPhone,FALSE,Sad,53983,,,,,,,,,
Political Window,"San Francisco Bay, CA","Stay in the loop: must-know #politics, #geopolitics, #news & piquant analysis, enlightening & enlivening discourse for #election2020 in the US & worldwide",12/22/2015 1:50,18,158,917,FALSE,8/11/2020 8:09,leaving nose uncovered wearing mask useless prevent covid transmission wearing,['covid19'],Twitter for iPhone,FALSE,Sad,53994,,,,,,,,,
Timothy Holborn,Australia,"Beware the #ZombieVirus   | 
#QandA tagged posts refers to @QandA",1/18/2013 4:53,814,2345,2965,FALSE,8/11/2020 8:08,thedrum abcthedrum pre fake news solution covid,"['thedrum', 'COVID19']",Twitter for Android,FALSE,Sad,54003,,,,,,,,,
#BLMCantStopNow,United States inda Desert ,Mother First #aspergersadvocate Talkin bout Politics #BillsMafia Fan est.1987  #BillsBeasts  #Hiphop #TrumpHater #BLM VoteTrumpOut,7/22/2015 7:42,161,828,1340,FALSE,8/11/2020 8:08,covid wanted put fucking microchip stupid ignorant ass really think need vac,"['COVID19', 'microchip']",Twitter for Android,FALSE,Sad,54008,,,,,,,,,
Highland Marketing,UK            HCRU newsletter:,"https://t.co/xZ461Zz52n; an integrated communications, PR and marketing consultancy, supporting UK and international #healthtech organisations",1/9/2011 20:42,1941,3029,1327,FALSE,8/11/2020 8:03,uk government isnt quite admitting national covid trackandtrace system failed han,"['Covid19', 'TrackAndTrace']",TweetDeck,FALSE,Sad,54071,,,,,,,,,
Aryan Kedia,India,Well I am not perfect but what I do I do it from the bottom of my heart,2/27/2019 1:41,22,226,5389,FALSE,8/11/2020 7:59,one last tweet day promise grinningfacewithsweat pandemic covid brought worst humanity front u,['COVID19'],Twitter Web App,FALSE,Sad,54167,,,,,,,,,
jon,Mars with Ziggy via Essex,"Radio presenter, Heart failure Sufferer, jogging and walking now in a big way to gain health. Music, Bowie, Love Peace and a few other bits in between",2/13/2009 13:11,4529,3462,12359,FALSE,8/11/2020 7:57,another idiot enters costacoffee harlow wearing maskthinks he gangstalisten mate youre,['harlow'],Twitter for Android,FALSE,Anger,54189,,,,,,,,,
GJC,"Here, there and back again.","Parts Scottish, Italian and English. Owner of the cutest Petit Brabancon this side of Bruxelles",11/30/2010 1:00,2899,5001,40410,FALSE,8/11/2020 7:57,behold hysterical person cuckolded bedwetter type facecoverings facemasks coronavirus covid,"['facecoverings', 'facemasks', 'coronavirus', 'COVID19']",Twitter for Android,FALSE,Anger,54199,,,,,,,,,
Kalan J. Weingartz,"Michigan, USA",Roman Catholic/Sedevacantist,7/24/2015 19:17,16,98,39369,FALSE,8/11/2020 7:54,know absolutely one anyone know someone covid wtf please tell fakemedia,"['COVID19', 'fakemedia']",Twitter Web App,FALSE,Sad,54228,,,,,,,,,
Lane Meyer,"Valley Stream, NY",Tweets bearing any resemblance to being clever or witty are purely coincidental.,2/21/2016 9:25,14,23,85,FALSE,8/11/2020 7:52,nygovcuomo nycmayor aoc senkamalaharris coronaviruspandemic covid bad plastic straw ma,"['CoronavirusPandemic', 'COVID19']",Twitter Web App,FALSE,Sad,54256,,,,,,,,,
"Ingvar Backéus, Baba Daudi","Uppsala, Sweden","Traveler to 72 countries (27 on land/sea). Active in Africa from 1972, now stranded. Plant ecologist at Uppsala univ.  Grandfather of four citizens.",3/13/2015 18:42,228,97,27,FALSE,8/11/2020 7:51,feared already month ago consequence covid lockdown africa appear disastrous fi,['covid19'],Twitter Web App,FALSE,Sad,54277,,,,,,,,,
Cleo_will 🧘🏽‍♀️🌎🚴🏿,"London, England",https://t.co/WlZkkwt6lc gives a voice to people at the heart of Hackney.. Past and Present. It celebrates our wealth of diversity ❤️.,6/14/2012 17:44,25,72,1320,FALSE,8/11/2020 7:51,feel sorry year student lockdown covid grade exam uk moderarion teacher assessment,"['lockdown', 'COVID19', 'grades', 'exams', 'uk', 'moderarion', 'teachers', 'assessment']",Twitter for Android,FALSE,Sad,54278,,,,,,,,,
Fally Sombo Nkhwazi,"Texas, USA","#riskanalyst, #underwriting, #insurance, #dataanalyst retweets & likes are not endorsements",10/5/2013 2:41,523,3966,19893,FALSE,8/11/2020 7:49,wef covid could earliest symptom predict ill youll get covid,['covid19'],IFTTT,FALSE,Sad,54299,,,,,,,,,
Mark Vernooij,"Amsterdam, North Holland",Working on Creative Leadership and #innovation @THNK_org,7/2/2011 19:48,606,581,686,FALSE,8/11/2020 7:49,weekly activity program include guided meditation game show event around food drink,['meditations'],IFTTT,FALSE,Sad,54310,,,,,,,,,
Aly-Khan Satchu,Nairobi,https://t.co/TSDvPIA9og Banker Interest rate Macro Geopolitical Africa that kind of thing,2/19/2009 14:43,572560,19159,25322,TRUE,8/11/2020 7:45,terrible mauritius one country managed rid coronavirus amp hit,['Mauritius'],TweetDeck,FALSE,Sad,54375,,,,,,,,,
Michael Gbadebo FRSA,United Kingdom,Aspire 2 inspire b4 u expire. Family / Sci / Tech / Innovation / Entrepreneurship / Politics / Motorsport / Cri-Thinking / Justice / Education / CfoA / Cllr BF,6/22/2017 12:09,74,0,15,FALSE,8/11/2020 7:39,sick listening anything coronavirus covid going go away,"['coronavirus', 'COVID19']",Twitter for Android,FALSE,Sad,54439,,,,,,,,,
Chidimma,Lagos,"Singer, music instructor, Gospel artist,
Entrepreneur, beauty therapist @dimaglitters. @iamchichidollar.I.G.
God is good all the time.",2/17/2017 23:34,164,204,776,FALSE,8/11/2020 7:38,midst selfish politician dedicated leader one covid perfection musiclovers,"['covid19', 'Perfection', 'musiclovers']",Twitter for Android,FALSE,Sad,54452,,,,,,,,,
SAY “NO” TO MASKS,United Kingdom,"STANDING UP FOR THE HUMAN FACE - COVID-1984 is bigger than Trump, bigger than Brexit and renders party politics obsolete.",7/8/2012 11:11,1982,1368,53121,FALSE,8/11/2020 7:38,covid anymore coronavirus iow cold take lemsip lot soup get sleep,"['COVID19', 'coronavirus']",Twitter for iPhone,FALSE,Sad,54453,,,,,,,,,
Emily,Oxfordshire,"Wildlife ❤️ Music ❤️ Protect the planet and the precious lives within it. Reduce the stigma of mental health. All views my own, it’s my personal account!",6/17/2012 19:57,4627,4371,48385,FALSE,8/11/2020 7:37,fewer people payroll since march people story sad time covid,['COVID19'],Twitter for iPhone,FALSE,Sad,54470,,,,,,,,,
Education Watchdog 3.5%,UK,"Retired lecturer, since then working on education strategies, local Govt initiatives, youth crime. Unable to provide name to protect family. Own opinions.",6/29/2012 21:03,127,145,11168,FALSE,8/11/2020 7:35,shocking amp underreported coronavirus covid schoolsreopeninguk schoolsreopening mumsnettowers nickrobinson,"['coronavirus', 'COVID19', 'schoolsreopeninguk', 'schoolsreopening', 'mumsnetTowers', 'NickRobinson']",Twitter for Android,FALSE,Anger,54490,,,,,,,,,
999: 1st Jewish Girls in Auschwitz,NY and UK,"Author and world citizen, like you. Dedicated to the girls of the 1st Jewish Transport to Auschwitz—999, the book & now a Documentary.",4/30/2009 23:26,1931,1067,2067,FALSE,8/11/2020 7:34,happens work together country amp community shut fuck abt imagined liberty,['Liberty'],Twitter Web App,FALSE,Sad,54515,,,,,,,,,
Gitanjali D.S🇮🇳,Twitter,"Follow no ideology,, Tweets on all topics of interest for #CommonCitizen & lay man; mostly in humorous manner. #WeLoveModi!",8/4/2016 7:13,4362,65,50300,FALSE,8/11/2020 7:33,mumtazbegam wastebengal allowed covidpandemic turn pathetic situation hospital feed,"['MumtazBegam', 'WasteBengal', 'CovidPandemic']",Twitterrific for iOS,FALSE,Anger,54524,,,,,,,,,
The Korea Herald,"Seoul, Korea ","코리아헤럴드 Established in 1953, Korea's No.1 English Newspaper 발행부수 #1, 영향력 #1 영어신문",7/13/2009 1:58,65474,25,32,TRUE,8/11/2020 7:30,covid patient found attended kbo game season continue covid coronavirus kbo baseball,"['COVID19', 'Coronavirus', 'KBO', 'baseball']",Twitter Web App,FALSE,Sad,54593,,,,,,,,,
Zilla Gordon,"Hobart, Tasmania",Media Advisor @TasNetworks and Communications for @projectmarinus. Freelance photojournalist . Food blogger. Media nerd. #WIM QUT Master of PR Alum. 🌈🍷🐱,12/19/2008 6:17,411,1004,2249,FALSE,8/11/2020 7:27,new tasmanian covid case job cut channel fodmap diet dreadful day,"['COVID19', 'Channel10']",Twitter for iPhone,FALSE,Sad,54636,,,,,,,,,
#NAME?,"Oakland, CA",anticorruption lawyer | writer | war refugee | latchkey kid | views are my own.,4/30/2014 22:07,2957,512,50438,FALSE,8/11/2020 7:26,american going survive covid pandemic govt royally failed confronts,['Covid19'],Twitter for iPhone,FALSE,Sad,54654,,,,,,,,,
Nic's World - *Facts & Science Matter*,"Washington, DC",Causing Good Trouble. *Forever dreaming* #MedicalAdvocate #Independent #Scientist #Physician #Disabled #AdoptDontShop,12/23/2017 23:40,193,412,16243,FALSE,8/11/2020 7:22,business u officially amp unofficially worst global response covid unbelievably depressi,['COVID19'],Twitter for iPhone,FALSE,Sad,54713,,,,,,,,,
˙.˙ FRxx SPxxCH ˙.˙,Idaho - #NoMasks,Free Speech Advocate #1A My Right to Self-Preservation Shall Not be Infringed #2A USMC Vet - Must Love Dogs - #AdoptDontShop #TRTODIMBD Proud #KAFIR,2/18/2020 21:40,39,54,1490,FALSE,8/11/2020 7:22,good comparison covid problem exacerbated tyrannical politician need consid,['COVID19'],Twitter for iPhone,FALSE,Sad,54718,,,,,,,,,
Aroguden,Barquisimeto-Venezuela,"Diseño y Restauración de Mobiliario                          ¡Bienvenidos Todos, No Ofendo a Nadie; No Me Dejo Ofender!",5/28/2013 0:11,10175,11116,90,FALSE,8/11/2020 7:18,uk suffers biggest job loss since covid hit va reuters,['COVID19'],Twitter for Android,FALSE,Sad,54763,,,,,,,,,
HoldingRedlich,"Melbourne, Sydney, Brisbane, Cairns","A leading, commercial law firm where you'll get practical, tailored advice underpinned by the very best legal thinking and expert industry knowledge.",10/12/2011 3:33,646,176,327,FALSE,8/11/2020 7:17,edition examine icacs guidance note managing corrupt conduct covid highlight ke,"['ICAC', 'corrupt', 'COVID19']",Twitter Web App,FALSE,Sad,54773,,,,,,,,,
Sam W,"Western Sydney, NSW","Passionate about many topics incl foreign affairs, Nat sec, freedom of speech, super, climate change, aged care, education, health, accountability & more! 😊",6/6/2014 12:17,781,2035,6352,FALSE,8/11/2020 7:17,bloody hell penrith facescreaminginfear makeitgoaway auspol newsfirst covid,"['MakeItGoAway', 'auspol', 'covid19']",Twitter for iPhone,FALSE,Anger,54776,,,,,,,,,
LOVE GOOD,"Mars, PA",All inquiry begins with supra-logical postulation. There are no exceptions-- even rigorous scientific methods have  roots of supra-logical assertion.,7/17/2019 18:54,24,401,337,FALSE,8/11/2020 7:16,covid covidiots trump push elons idiot idea hydroxychloroquinine cure covid trump listens elon,"['COVID19', 'COVIDIOTS']",Twitter for Android,FALSE,Anger,54786,,,,,,,,,
Stefan Simanowitz,stefan.simanowitz@amnesty.org,Campaigning journalist || Media manager || All views are my own || Easily distracte @Under_Covid,2/18/2010 14:29,38714,7799,23271,TRUE,8/11/2020 7:15,uk amp u world worst covid death rate ignored warning amp evidence italy woeful,['COVID19'],Twitter for iPhone,FALSE,Anger,54809,,,,,,,,,
Marc Atallah,"Paris, France","Co-founder zettafox - the prescriptive analytics company. Data is the oil of tomorrow.
#AI #ML #digital #datascience",4/9/2008 16:07,273,250,1063,FALSE,8/11/2020 7:12,startup braced worst worst never came covid march halted business tech startup brace,"['COVID19', 'startups']",Twitter Web App,FALSE,Anger,54861,,,,,,,,,
